px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-22.6547	-8.16147	-4.73989	-0.530509	-0.491789	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.0795
-22.8782	-7.94128	-4.81393	-0.589321	-0.525638	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	4.99928
-23.0695	-7.78918	-4.80823	-0.637013	-0.568938	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.61349
-23.291	-7.62254	-4.84976	-0.667869	-0.569295	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	1.99908
-23.49	-7.4838	-4.85613	-0.6778	-0.532991	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.69616
-23.6577	-7.33722	-4.83338	-0.705297	-0.535213	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.740328
-23.8475	-7.179	-4.8418	-0.726123	-0.522665	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.892009
-24.0141	-7.07641	-4.78864	-0.734747	-0.507163	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.31913
-24.1811	-6.89405	-4.79367	-0.772973	-0.527181	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.93614
-24.3361	-6.65409	-4.83426	-0.824905	-0.552037	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.13966
-24.5032	-6.47769	-4.83446	-0.857461	-0.567913	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.47445
-24.608	-6.32528	-4.76779	-0.888245	-0.574338	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.61304
-24.7489	-6.13411	-4.76596	-0.919986	-0.57787	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.326827
-24.9272	-5.93881	-4.79734	-0.940498	-0.567181	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.50547
-25.0576	-5.73445	-4.7992	-0.971252	-0.566426	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.86519
-25.1915	-5.55934	-4.77842	-0.992688	-0.560475	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.409853
-25.3444	-5.37386	-4.78255	-0.999465	-0.522923	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.31369
-25.4851	-5.15666	-4.80554	-1.02515	-0.521112	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.549858
-25.6179	-4.97576	-4.78977	-1.02962	-0.480966	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.47056
-25.7334	-4.79757	-4.75942	-1.04867	-0.477393	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.669079
-25.8541	-4.59185	-4.76114	-1.06662	-0.46488	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.239401
-25.9633	-4.35683	-4.78383	-1.09639	-0.47058	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.471512
-26.0722	-4.13728	-4.78919	-1.13878	-0.517993	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.0029
-26.1597	-3.86601	-4.83625	-1.17845	-0.53012	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.11384
-26.2335	-3.63127	-4.83867	-1.22853	-0.58012	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.56414
-26.262	-3.36621	-4.85054	-1.27977	-0.602571	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.51297
-26.3113	-3.12432	-4.85294	-1.32517	-0.631213	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.562362
-26.3369	-2.88446	-4.84352	-1.367	-0.64232	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.39441
-26.3951	-2.65701	-4.83707	-1.39003	-0.628262	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.36481
-26.4744	-2.48587	-4.77975	-1.39952	-0.609411	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.71575
-26.5294	-2.25063	-4.78352	-1.41647	-0.583824	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.969038
-26.5804	-2.04686	-4.75316	-1.43612	-0.575912	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.31585
-26.6113	-1.80923	-4.75371	-1.45598	-0.553656	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.98488
-26.6087	-1.56372	-4.75653	-1.49368	-0.563778	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.11547
-26.606	-1.33031	-4.75034	-1.53568	-0.590758	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.71847
-26.6093	-1.10285	-4.73885	-1.56509	-0.591262	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0930075
-26.6386	-0.874718	-4.73403	-1.58037	-0.572762	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.17626
-26.6489	-0.630101	-4.74595	-1.60367	-0.56664	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.460648
-26.6361	-0.38921	-4.75385	-1.6413	-0.58936	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.21974
-26.5901	-0.110072	-4.79977	-1.68109	-0.597543	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.57258
-26.5706	0.128082	-4.80242	-1.71037	-0.601882	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.75419
-26.5471	0.406667	-4.85083	-1.73571	-0.594443	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.86512
-26.5347	0.643771	-4.84493	-1.74511	-0.559308	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.76038
-26.5273	0.917037	-4.88548	-1.75882	-0.54263	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.29847
-26.4897	1.16953	-4.89288	-1.76645	-0.498046	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.29298
-26.4328	1.41137	-4.89625	-1.79353	-0.500107	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.067929
-26.394	1.63414	-4.87366	-1.80555	-0.476326	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.20577
-26.3384	1.85502	-4.8557	-1.82878	-0.476486	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.235495
-26.2707	2.08605	-4.85429	-1.85664	-0.485199	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.210634
-26.2073	2.2915	-4.82288	-1.87987	-0.485369	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.727978
-26.1446	2.52127	-4.81688	-1.89055	-0.457422	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.828066
-26.0661	2.76051	-4.83013	-1.91259	-0.456084	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.12029
-25.9714	2.98281	-4.83534	-1.95318	-0.495929	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.85703
-25.872	3.24876	-4.88526	-1.97616	-0.492292	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.7041
-25.7894	3.47656	-4.88674	-1.9956	-0.488438	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.15292
-25.6829	3.68511	-4.8735	-2.02251	-0.491478	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.15357
-25.5661	3.89419	-4.86778	-2.05308	-0.50156	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.10917
-25.4968	4.08695	-4.82891	-2.06552	-0.489969	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.77231
-25.3732	4.2914	-4.82496	-2.09429	-0.496528	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.612699
-25.2148	4.5041	-4.8442	-2.12993	-0.507	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.99677
-25.0641	4.70198	-4.83966	-2.15417	-0.492524	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.93892
-24.945	4.89895	-4.82916	-2.17399	-0.487946	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.448454
-24.7889	5.09067	-4.83035	-2.2037	-0.491806	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.30433
-24.6227	5.29757	-4.85499	-2.23239	-0.495109	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.906337
-24.4512	5.47495	-4.86069	-2.27538	-0.52911	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.958151
-24.2647	5.64756	-4.8642	-2.31214	-0.539719	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.23507
-24.0982	5.8114	-4.8568	-2.34792	-0.55874	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.22277
-23.924	5.9738	-4.84967	-2.3782	-0.56152	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0550726
-23.7786	6.16344	-4.83118	-2.36995	-0.490462	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.74549
-23.6099	6.32137	-4.81934	-2.39469	-0.491232	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.124127
-23.4596	6.49981	-4.80709	-2.39754	-0.454036	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.90522
-23.2416	6.70429	-4.87369	-2.41977	-0.450727	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.20233
-23.0455	6.84872	-4.86368	-2.44461	-0.446224	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.55805
-22.8342	7.01587	-4.89174	-2.46947	-0.447845	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.07709
-22.6229	7.15007	-4.8956	-2.50522	-0.468257	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.50928
-22.4368	7.2982	-4.89085	-2.5241	-0.463657	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.283328
-22.2101	7.41973	-4.91267	-2.57356	-0.51371	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.61728
-22.0294	7.58241	-4.91823	-2.58269	-0.496012	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.146
-21.8459	7.75059	-4.91427	-2.57661	-0.444003	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.8273
